payment_id,payment_date,account_id,payment_type,currency,amount_local,cross_border_flag,manual_touch_flag,exception_flag,late_release_flag,repair_minutes,fee_usd,status
P001251,2026-06-11,AC0013,Tax,USD,21934.23,False,False,False,False,0,1.5,Completed
P001568,2026-06-11,AC0010,Wire,USD,10477.17,True,True,False,False,0,43.5,Completed
P001742,2026-06-11,AC0010,Local transfer,USD,10174.53,False,True,True,False,46,16.5,Rejected
P002075,2026-06-11,AC0034,ACH,USD,7851.3,False,False,False,False,0,1.5,Completed
P002172,2026-06-11,AC0017,Internal transfer,GBP,17483.11,False,False,False,False,0,1.5,Completed
P002256,2026-06-11,AC0053,Local transfer,USD,6631.1,False,True,False,False,0,1.5,Completed
P002396,2026-06-11,AC0014,ACH,CAD,17909.43,False,False,False,False,0,1.5,Completed
P002536,2026-06-11,AC0014,ACH,CAD,13588.97,False,False,False,False,0,1.5,Completed
P002591,2026-06-11,AC0041,Local transfer,JPY,22511.65,False,False,False,False,0,1.5,Completed
P002765,2026-06-11,AC0044,Internal transfer,KRW,10474.71,False,False,False,False,0,1.5,Completed
P003008,2026-06-11,AC0042,ACH,USD,8634.38,False,False,False,False,0,1.5,Completed
P003054,2026-06-11,AC0010,Local transfer,USD,4126.51,False,False,False,False,0,1.5,Completed
P003141,2026-06-11,AC0045,ACH,KRW,9679.88,False,True,False,False,0,1.5,Completed
P003174,2026-06-11,AC0047,Wire,INR,108826.32,True,False,False,True,0,43.5,Completed
P003273,2026-06-11,AC0038,Wire,USD,3547.27,False,False,False,False,0,19.5,Completed
P003297,2026-06-11,AC0054,Local transfer,USD,62242.61,False,False,False,False,0,1.5,Completed
P003563,2026-06-11,AC0055,Wire,USD,3305.71,True,True,False,False,0,43.5,Completed
P003659,2026-06-11,AC0038,Local transfer,USD,21808.58,False,False,False,False,0,1.5,Completed
P003698,2026-06-11,AC0020,Wire,GBP,10525.04,False,False,False,False,0,19.5,Completed
P003741,2026-06-11,AC0044,ACH,KRW,47440.93,False,False,False,False,0,1.5,Completed
P003805,2026-06-11,AC0050,ACH,HKD,14781.71,False,True,False,False,0,1.5,Completed
P003824,2026-06-11,AC0031,Tax,USD,83361.8,False,False,False,False,0,1.5,Completed
P003983,2026-06-11,AC0038,Wire,USD,8795.28,False,False,False,False,0,19.5,Completed
P004282,2026-06-11,AC0047,Local transfer,INR,18383.76,False,True,False,True,0,1.5,Completed
P004491,2026-06-11,AC0015,Internal transfer,CAD,64150.31,False,True,False,False,0,1.5,Completed
P004742,2026-06-11,AC0044,Local transfer,KRW,8989.33,False,True,False,True,0,1.5,Completed
P004880,2026-06-11,AC0046,Wire,KRW,40869.54,True,True,False,False,0,43.5,Completed
P005030,2026-06-11,AC0005,Wire,USD,8435.89,False,True,False,False,0,19.5,Completed
P005147,2026-06-11,AC0050,Tax,HKD,81391.09,False,True,False,False,0,1.5,Completed
P005345,2026-06-11,AC0001,Local transfer,USD,2943.5,False,False,False,False,0,1.5,Completed
P005462,2026-06-11,AC0050,Payroll,HKD,229964.69,False,False,False,False,0,1.5,Completed
P005463,2026-06-11,AC0025,ACH,EUR,8099.03,False,False,False,False,0,1.5,Completed
P005568,2026-06-11,AC0014,Wire,CAD,5742.88,False,False,False,False,0,19.5,Completed
P005591,2026-06-11,AC0019,Payroll,GBP,122825.74,False,False,False,False,0,1.5,Completed
P005711,2026-06-11,AC0028,ACH,EUR,640.62,False,False,False,False,0,1.5,Completed
P005800,2026-06-11,AC0010,ACH,USD,26748.68,False,False,False,False,0,1.5,Completed
P005831,2026-06-11,AC0031,ACH,USD,7537.8,False,False,False,False,0,1.5,Completed
P006004,2026-06-11,AC0032,Local transfer,EUR,6030.81,False,False,False,False,0,1.5,Completed
P006063,2026-06-11,AC0011,Local transfer,USD,34405.29,False,False,False,False,0,1.5,Completed
P006074,2026-06-11,AC0026,Local transfer,USD,12172.7,False,False,False,False,0,1.5,Completed
P006110,2026-06-11,AC0016,Payroll,CAD,123997.31,False,False,False,False,0,1.5,Completed
P006116,2026-06-11,AC0005,Wire,USD,1990.09,False,False,False,False,0,19.5,Completed
P006398,2026-06-11,AC0027,ACH,EUR,12526.09,False,False,False,False,0,1.5,Completed
P006416,2026-06-11,AC0047,ACH,INR,8734.53,False,False,False,False,0,1.5,Completed
P006428,2026-06-11,AC0015,ACH,CAD,1201.01,False,True,False,True,0,1.5,Completed
P006500,2026-06-11,AC0016,ACH,CAD,12916.04,False,False,False,False,0,1.5,Completed
P006524,2026-06-11,AC0047,Local transfer,INR,2573.42,False,True,True,False,48,16.5,Repaired
P006840,2026-06-11,AC0029,Payroll,EUR,574589.14,False,False,False,False,0,1.5,Completed
P006921,2026-06-11,AC0023,Internal transfer,EUR,162458.83,False,True,True,False,30,16.5,Repaired
P007045,2026-06-11,AC0016,ACH,CAD,11171.13,False,True,False,False,0,1.5,Completed
P007072,2026-06-11,AC0031,Local transfer,USD,2814.31,False,False,False,False,0,1.5,Completed
P007107,2026-06-11,AC0015,Wire,CAD,3387.85,False,True,False,False,0,19.5,Completed
P007379,2026-06-11,AC0031,Wire,USD,8656.14,True,True,False,False,0,43.5,Completed
P000316,2026-06-12,AC0005,Local transfer,USD,35903.46,False,False,False,False,0,1.5,Completed
P000330,2026-06-12,AC0042,Local transfer,USD,2287.66,False,False,False,False,0,1.5,Completed
P000524,2026-06-12,AC0017,ACH,GBP,75507.29,False,True,False,False,0,1.5,Completed
P000648,2026-06-12,AC0021,Local transfer,EUR,12879.75,False,False,False,False,0,1.5,Completed
P000752,2026-06-12,AC0031,Local transfer,USD,4024.51,False,False,False,False,0,1.5,Completed
P000872,2026-06-12,AC0028,ACH,EUR,13365.07,False,False,False,False,0,1.5,Completed
P000946,2026-06-12,AC0050,Wire,HKD,415164.35,False,True,False,False,0,19.5,Completed
P001199,2026-06-12,AC0044,Local transfer,KRW,9999.39,False,False,False,False,0,1.5,Completed
P001210,2026-06-12,AC0006,Local transfer,USD,21161.9,False,False,False,False,0,1.5,Completed
P001250,2026-06-12,AC0017,Tax,GBP,7124.23,False,False,False,False,0,1.5,Completed
P001321,2026-06-12,AC0034,Payroll,USD,127335.41,False,False,False,False,0,1.5,Completed
P001601,2026-06-12,AC0044,ACH,KRW,36475.57,False,False,False,False,0,1.5,Completed
P001626,2026-06-12,AC0014,Wire,CAD,3481.68,False,True,False,False,0,19.5,Completed
P002047,2026-06-12,AC0040,Wire,AUD,12004.65,True,False,False,False,0,43.5,Completed
P002136,2026-06-12,AC0050,ACH,HKD,38948.8,False,True,False,True,0,1.5,Completed
P002275,2026-06-12,AC0028,ACH,EUR,32504.59,False,False,False,False,0,1.5,Completed
P002522,2026-06-12,AC0017,Local transfer,GBP,29495.54,False,False,False,False,0,1.5,Completed
P002541,2026-06-12,AC0012,Wire,USD,1550.35,False,False,False,False,0,19.5,Completed
P002863,2026-06-12,AC0041,Internal transfer,JPY,10993.24,False,False,False,False,0,1.5,Completed
P002874,2026-06-12,AC0002,ACH,USD,4086.12,False,True,False,True,0,1.5,Completed
P002913,2026-06-12,AC0036,Local transfer,SGD,34604.3,False,False,False,False,0,1.5,Completed
P002918,2026-06-12,AC0014,Local transfer,CAD,7926.8,False,False,False,False,0,1.5,Completed
P002963,2026-06-12,AC0053,Local transfer,USD,6678.37,False,False,False,False,0,1.5,Completed
P002968,2026-06-12,AC0011,ACH,USD,187045.44,False,False,False,False,0,1.5,Completed
P003220,2026-06-12,AC0041,Internal transfer,JPY,20035.35,False,False,False,False,0,1.5,Completed
P003574,2026-06-12,AC0038,Local transfer,USD,22299.55,False,False,False,False,0,1.5,Completed
P003647,2026-06-12,AC0053,ACH,USD,12317.89,False,False,False,False,0,1.5,Completed
P003881,2026-06-12,AC0010,Local transfer,USD,66788.01,False,False,False,False,0,1.5,Completed
P003977,2026-06-12,AC0017,Tax,GBP,150177.8,False,True,False,False,0,1.5,Completed
P004175,2026-06-12,AC0038,ACH,USD,22672.58,False,False,False,False,0,1.5,Completed
P004239,2026-06-12,AC0053,Wire,USD,2469.39,False,False,False,False,0,19.5,Completed
P004430,2026-06-12,AC0031,ACH,USD,19910.54,False,False,False,False,0,1.5,Completed
P004686,2026-06-12,AC0043,ACH,JPY,1953.82,False,True,False,False,0,1.5,Completed
P004964,2026-06-12,AC0029,Wire,EUR,14227.75,False,True,False,False,0,19.5,Completed
P005197,2026-06-12,AC0028,Local transfer,EUR,4073.89,False,False,False,False,0,1.5,Completed
P005625,2026-06-12,AC0047,Internal transfer,INR,4421.9,False,True,True,False,28,16.5,Repaired
P005807,2026-06-12,AC0031,ACH,USD,322938.86,False,False,False,False,0,1.5,Completed
P005842,2026-06-12,AC0041,Local transfer,JPY,29137.94,False,False,False,False,0,1.5,Completed
P005895,2026-06-12,AC0041,Local transfer,JPY,8903.51,False,False,False,False,0,1.5,Completed
P006047,2026-06-12,AC0014,Wire,CAD,43483.91,True,True,True,False,18,58.5,Repaired
P006193,2026-06-12,AC0026,Local transfer,USD,13080.32,False,False,False,True,0,1.5,Completed
P006341,2026-06-12,AC0036,Payroll,SGD,5015.94,False,False,False,False,0,1.5,Completed
P006380,2026-06-12,AC0040,ACH,AUD,51509.96,False,True,False,False,0,1.5,Completed
P006420,2026-06-12,AC0046,Wire,KRW,2645.73,True,False,False,False,0,43.5,Completed
P006508,2026-06-12,AC0035,Internal transfer,SGD,26608.42,False,False,False,False,0,1.5,Completed
P006696,2026-06-12,AC0053,ACH,USD,5763.37,False,False,False,False,0,1.5,Completed
P006732,2026-06-12,AC0047,Payroll,INR,213707.9,False,True,False,False,0,1.5,Completed
P006739,2026-06-12,AC0025,ACH,EUR,23009.76,False,False,False,False,0,1.5,Completed
P006818,2026-06-12,AC0027,ACH,EUR,11693.27,False,True,False,False,0,1.5,Completed
P007090,2026-06-12,AC0010,Local transfer,USD,10800.75,False,False,False,False,0,1.5,Completed
P007163,2026-06-12,AC0042,Payroll,USD,1001379.24,False,False,False,False,0,1.5,Completed
P007213,2026-06-12,AC0012,Local transfer,USD,4050.64,False,False,False,False,0,1.5,Completed
P007412,2026-06-12,AC0025,Local transfer,EUR,12203.68,False,True,False,False,0,1.5,Completed
P007511,2026-06-12,AC0014,ACH,CAD,4271.17,False,False,True,False,38,16.5,Repaired
P007598,2026-06-12,AC0025,Local transfer,EUR,44921.93,False,False,False,False,0,1.5,Completed
P000010,2026-06-15,AC0049,Internal transfer,USD,3277.49,False,True,False,False,0,1.5,Completed
P000061,2026-06-15,AC0003,Local transfer,USD,6545.08,False,True,False,False,0,1.5,Completed
P000151,2026-06-15,AC0028,Internal transfer,EUR,18695.3,False,True,False,False,0,1.5,Completed
P000354,2026-06-15,AC0050,Local transfer,HKD,48587.9,False,True,False,False,0,1.5,Completed
P000508,2026-06-15,AC0050,Local transfer,HKD,1242.67,False,True,False,False,0,1.5,Completed
P000585,2026-06-15,AC0034,ACH,USD,10171.41,False,True,False,False,0,1.5,Completed
P000838,2026-06-15,AC0034,Internal transfer,USD,106014.93,False,False,False,False,0,1.5,Completed
P001075,2026-06-15,AC0017,ACH,GBP,6191.19,False,True,False,False,0,1.5,Completed
P001200,2026-06-15,AC0038,ACH,USD,5536.14,False,False,False,False,0,1.5,Completed
P001278,2026-06-15,AC0038,ACH,USD,21721.77,False,True,False,False,0,1.5,Completed
P001467,2026-06-15,AC0010,ACH,USD,8100.49,False,True,False,False,0,1.5,Completed
P001483,2026-06-15,AC0041,Wire,JPY,5128.32,False,False,False,False,0,19.5,Completed
P001791,2026-06-15,AC0053,ACH,USD,23427.52,False,True,False,False,0,1.5,Completed
P001833,2026-06-15,AC0025,Local transfer,EUR,18102.74,False,True,False,False,0,1.5,Completed
P001923,2026-06-15,AC0021,Wire,EUR,1471.41,True,True,False,False,0,43.5,Completed
P001957,2026-06-15,AC0053,ACH,USD,10417.61,False,False,False,False,0,1.5,Completed
P002031,2026-06-15,AC0021,ACH,EUR,3111.99,False,True,False,False,0,1.5,Completed
P002145,2026-06-15,AC0002,Local transfer,USD,7569.89,False,False,False,False,0,1.5,Completed
P002552,2026-06-15,AC0017,Tax,GBP,155111.25,False,False,False,False,0,1.5,Completed
P002702,2026-06-15,AC0031,Local transfer,USD,2297.89,False,True,False,False,0,1.5,Completed
P002875,2026-06-15,AC0021,Local transfer,EUR,9821.42,False,True,False,False,0,1.5,Completed
P002985,2026-06-15,AC0021,ACH,EUR,79597.19,False,False,False,False,0,1.5,Completed
P003265,2026-06-15,AC0033,Local transfer,EUR,55835.04,False,True,False,True,0,1.5,Completed
P003401,2026-06-15,AC0010,ACH,USD,36172.77,False,False,False,False,0,1.5,Completed
P003624,2026-06-15,AC0028,Local transfer,EUR,7046.3,False,False,False,False,0,1.5,Completed
P003731,2026-06-15,AC0014,ACH,CAD,4090.47,False,False,False,False,0,1.5,Completed
P003739,2026-06-15,AC0030,ACH,USD,6776.82,False,True,False,False,0,1.5,Completed
P003810,2026-06-15,AC0055,ACH,USD,1062.08,False,True,True,True,12,16.5,Repaired
P003814,2026-06-15,AC0050,Local transfer,HKD,5773.37,False,False,False,False,0,1.5,Completed
P004118,2026-06-15,AC0034,Tax,USD,28532.99,False,False,False,False,0,1.5,Completed
P004631,2026-06-15,AC0008,Wire,USD,23373.23,False,False,True,False,45,34.5,Repaired
P004758,2026-06-15,AC0049,ACH,USD,13298.7,False,False,False,False,0,1.5,Completed
P004797,2026-06-15,AC0031,Local transfer,USD,10826.49,False,True,False,False,0,1.5,Completed
P004908,2026-06-15,AC0034,Wire,USD,7583.7,True,True,False,True,0,43.5,Completed
P004948,2026-06-15,AC0002,ACH,USD,10061.61,False,False,False,False,0,1.5,Completed
P005014,2026-06-15,AC0036,Internal transfer,SGD,2330.81,False,True,False,False,0,1.5,Completed
P005051,2026-06-15,AC0014,Local transfer,CAD,16039.15,False,False,False,False,0,1.5,Completed
P005087,2026-06-15,AC0047,Local transfer,INR,4628.31,False,False,False,False,0,1.5,Completed
P005096,2026-06-15,AC0043,Local transfer,JPY,1026.95,False,False,False,False,0,1.5,Completed
P005117,2026-06-15,AC0031,Payroll,USD,26657.94,False,False,False,False,0,1.5,Completed
P005181,2026-06-15,AC0036,ACH,SGD,2303.1,False,False,False,False,0,1.5,Completed
P005196,2026-06-15,AC0047,Local transfer,INR,3047.01,False,False,False,False,0,1.5,Completed
P005265,2026-06-15,AC0012,Wire,USD,3274.29,False,False,False,False,0,19.5,Completed
P005500,2026-06-15,AC0038,Local transfer,USD,17605.64,False,False,False,True,0,1.5,Completed
P005515,2026-06-15,AC0041,Local transfer,JPY,16292.26,False,False,False,False,0,1.5,Completed
P005693,2026-06-15,AC0010,Wire,USD,10155.32,False,False,False,False,0,19.5,Completed
P005708,2026-06-15,AC0034,Payroll,USD,462813.84,False,False,False,False,0,1.5,Completed
P005877,2026-06-15,AC0050,Internal transfer,HKD,3573.0,False,True,True,False,23,16.5,Repaired
P005904,2026-06-15,AC0018,Local transfer,GBP,2036.8,False,True,False,True,0,1.5,Completed
P006087,2026-06-15,AC0001,Wire,USD,1629.47,True,False,False,False,0,43.5,Completed
P006129,2026-06-15,AC0019,Wire,GBP,2790.78,False,False,False,False,0,19.5,Completed
P006141,2026-06-15,AC0041,Internal transfer,JPY,10532.81,False,False,False,False,0,1.5,Completed
P006325,2026-06-15,AC0010,Payroll,USD,3384.97,False,True,False,False,0,1.5,Completed
P006757,2026-06-15,AC0055,Tax,USD,20689.8,False,False,False,False,0,1.5,Completed
P006759,2026-06-15,AC0032,Wire,EUR,13017.83,False,False,False,False,0,19.5,Completed
P007124,2026-06-15,AC0021,ACH,EUR,6253.6,False,False,False,False,0,1.5,Completed
P007235,2026-06-15,AC0023,Wire,EUR,23829.67,True,False,True,False,68,58.5,Repaired
P007394,2026-06-15,AC0023,ACH,EUR,5563.94,False,False,False,False,0,1.5,Completed
P007406,2026-06-15,AC0015,Wire,CAD,10950.84,True,False,False,False,0,43.5,Completed
P000119,2026-06-16,AC0005,Tax,USD,110618.57,False,True,False,False,0,1.5,Completed
P000541,2026-06-16,AC0050,Payroll,HKD,631939.15,False,False,False,False,0,1.5,Completed
P000625,2026-06-16,AC0043,Wire,JPY,14463.85,True,False,False,False,0,43.5,Completed
P000627,2026-06-16,AC0025,Local transfer,EUR,6906.25,False,False,False,False,0,1.5,Completed
P000704,2026-06-16,AC0034,Internal transfer,USD,64080.58,False,False,False,False,0,1.5,Completed
P000853,2026-06-16,AC0008,Local transfer,USD,680.2,False,False,False,False,0,1.5,Completed
P000937,2026-06-16,AC0028,ACH,EUR,2818.53,False,False,False,False,0,1.5,Completed
P001165,2026-06-16,AC0038,ACH,USD,200215.16,False,False,False,False,0,1.5,Completed
P001476,2026-06-16,AC0012,Wire,USD,42445.21,False,False,False,False,0,19.5,Completed
P001864,2026-06-16,AC0010,Payroll,USD,7080.77,False,True,True,True,63,16.5,Repaired
P001918,2026-06-16,AC0012,Wire,USD,20364.45,True,False,False,False,0,43.5,Completed
P001947,2026-06-16,AC0040,Local transfer,AUD,46262.42,False,False,False,False,0,1.5,Completed
P001950,2026-06-16,AC0025,Wire,EUR,5742.71,False,False,False,False,0,19.5,Completed
P001970,2026-06-16,AC0001,Wire,USD,8926.66,False,False,False,False,0,19.5,Completed
P001988,2026-06-16,AC0021,Local transfer,EUR,2443.18,False,True,True,False,57,16.5,Repaired
P002103,2026-06-16,AC0010,Local transfer,USD,11893.71,False,False,False,False,0,1.5,Completed
P002108,2026-06-16,AC0038,ACH,USD,7064.7,False,True,False,False,0,1.5,Completed
P002264,2026-06-16,AC0053,ACH,USD,12455.88,False,False,False,False,0,1.5,Completed
P002425,2026-06-16,AC0031,Wire,USD,7632.23,True,False,False,False,0,43.5,Completed
P002607,2026-06-16,AC0017,Local transfer,GBP,64623.48,False,True,False,False,0,1.5,Completed
P002616,2026-06-16,AC0041,Wire,JPY,16006.35,False,False,False,False,0,19.5,Completed
P002671,2026-06-16,AC0050,Payroll,HKD,56780.64,False,False,False,False,0,1.5,Completed
P003069,2026-06-16,AC0028,Internal transfer,EUR,24281.85,False,False,False,False,0,1.5,Completed
P003088,2026-06-16,AC0051,Local transfer,HKD,3692.55,False,True,False,False,0,1.5,Completed
P003168,2026-06-16,AC0021,Payroll,EUR,59372.25,False,False,False,False,0,1.5,Completed
P003406,2026-06-16,AC0021,Internal transfer,EUR,1674.25,False,False,False,False,0,1.5,Completed
P003818,2026-06-16,AC0035,Local transfer,SGD,2983.5,False,False,False,False,0,1.5,Completed
P003855,2026-06-16,AC0017,Wire,GBP,3722.39,True,False,False,False,0,43.5,Completed
P003989,2026-06-16,AC0016,Wire,CAD,22508.66,True,False,False,False,0,43.5,Completed
P004060,2026-06-16,AC0017,Local transfer,GBP,8915.42,False,False,False,False,0,1.5,Completed
P004234,2026-06-16,AC0049,Payroll,USD,236544.92,False,False,False,False,0,1.5,Completed
P004386,2026-06-16,AC0042,Local transfer,USD,2564.2,False,False,False,False,0,1.5,Completed
P004522,2026-06-16,AC0021,Local transfer,EUR,8278.11,False,False,False,False,0,1.5,Completed
P004712,2026-06-16,AC0006,ACH,USD,32394.91,False,False,False,True,0,1.5,Completed
P004734,2026-06-16,AC0050,Local transfer,HKD,22481.43,False,False,False,False,0,1.5,Completed
P004824,2026-06-16,AC0053,ACH,USD,1762.88,False,False,False,False,0,1.5,Completed
P004929,2026-06-16,AC0003,Local transfer,USD,79845.87,False,False,False,False,0,1.5,Completed
P004972,2026-06-16,AC0014,Payroll,CAD,160780.78,False,False,False,False,0,1.5,Completed
P005319,2026-06-16,AC0020,Local transfer,GBP,6228.59,False,False,False,False,0,1.5,Completed
P005952,2026-06-16,AC0048,Wire,INR,23266.12,False,False,False,False,0,19.5,Completed
P006147,2026-06-16,AC0053,Internal transfer,USD,3451.93,False,False,False,False,0,1.5,Completed
P006249,2026-06-16,AC0053,Wire,USD,11575.38,False,False,False,False,0,19.5,Completed
P006287,2026-06-16,AC0034,Wire,USD,17156.88,True,True,False,False,0,43.5,Completed
P006309,2026-06-16,AC0053,Wire,USD,4405.49,False,False,False,False,0,19.5,Completed
P006373,2026-06-16,AC0041,Tax,JPY,110421.91,False,False,False,False,0,1.5,Completed
P006553,2026-06-16,AC0023,ACH,EUR,28538.74,False,False,False,False,0,1.5,Completed
P006569,2026-06-16,AC0010,Local transfer,USD,5623.67,False,True,False,False,0,1.5,Completed
P006645,2026-06-16,AC0038,Local transfer,USD,2041.19,False,False,False,False,0,1.5,Completed
P006688,2026-06-16,AC0055,Payroll,USD,5214.63,False,True,False,False,0,1.5,Completed
P006720,2026-06-16,AC0031,Local transfer,USD,4633.19,False,False,False,True,0,1.5,Completed
P006790,2026-06-16,AC0001,Local transfer,USD,20707.02,False,True,False,False,0,1.5,Completed
P007105,2026-06-16,AC0038,Wire,USD,2980.14,True,False,False,False,0,43.5,Completed
P007154,2026-06-16,AC0040,Wire,AUD,4466.97,False,True,False,False,0,19.5,Completed
P007207,2026-06-16,AC0005,Wire,USD,137620.68,False,False,False,False,0,19.5,Completed
P007378,2026-06-16,AC0021,Wire,EUR,1144.07,True,True,False,False,0,43.5,Completed
P007443,2026-06-16,AC0025,Tax,EUR,85757.97,False,True,False,False,0,1.5,Completed
P007449,2026-06-16,AC0028,ACH,EUR,6334.38,False,False,False,False,0,1.5,Completed
P007498,2026-06-16,AC0014,Internal transfer,CAD,45038.51,False,False,False,False,0,1.5,Completed
P007526,2026-06-16,AC0032,Local transfer,EUR,24933.32,False,False,False,False,0,1.5,Completed
P007581,2026-06-16,AC0014,Payroll,CAD,5848.42,False,False,False,True,0,1.5,Completed
P000122,2026-06-17,AC0017,Internal transfer,GBP,2871.85,False,True,False,False,0,1.5,Completed
P000150,2026-06-17,AC0005,Local transfer,USD,1019.84,False,False,False,False,0,1.5,Completed
P000322,2026-06-17,AC0030,Wire,USD,2825.78,False,False,False,False,0,19.5,Completed
P000345,2026-06-17,AC0016,Local transfer,CAD,4444.9,False,False,False,False,0,1.5,Completed
P000418,2026-06-17,AC0045,Wire,KRW,70241.34,False,False,False,False,0,19.5,Completed
P000440,2026-06-17,AC0044,Wire,KRW,19872.13,False,False,True,False,26,34.5,Repaired
P000460,2026-06-17,AC0005,Internal transfer,USD,3844.97,False,False,False,False,0,1.5,Completed
P000499,2026-06-17,AC0047,Wire,INR,70050.69,True,True,False,False,0,43.5,Completed
P000534,2026-06-17,AC0026,Local transfer,USD,21425.33,False,True,False,False,0,1.5,Completed
P000923,2026-06-17,AC0050,Payroll,HKD,20720.53,False,False,False,False,0,1.5,Completed
P001312,2026-06-17,AC0031,ACH,USD,25572.75,False,True,False,False,0,1.5,Completed
P001405,2026-06-17,AC0055,Wire,USD,2332.36,True,True,False,True,0,43.5,Completed
P001520,2026-06-17,AC0028,Payroll,EUR,65088.7,False,False,False,False,0,1.5,Completed
P001723,2026-06-17,AC0053,Internal transfer,USD,3519.86,False,False,False,False,0,1.5,Completed
P002019,2026-06-17,AC0012,Local transfer,USD,10409.52,False,False,False,False,0,1.5,Completed
P002055,2026-06-17,AC0053,ACH,USD,3800.42,False,False,False,False,0,1.5,Completed
P002120,2026-06-17,AC0050,ACH,HKD,4633.17,False,True,False,False,0,1.5,Completed
P002176,2026-06-17,AC0038,Local transfer,USD,9452.86,False,False,False,False,0,1.5,Completed
P002199,2026-06-17,AC0025,Local transfer,EUR,9994.19,False,False,False,False,0,1.5,Completed
P002221,2026-06-17,AC0017,ACH,GBP,10510.46,False,False,False,False,0,1.5,Completed
P002243,2026-06-17,AC0029,ACH,EUR,20556.41,False,False,False,False,0,1.5,Completed
P002278,2026-06-17,AC0031,Local transfer,USD,20115.37,False,False,False,False,0,1.5,Completed
P002334,2026-06-17,AC0053,Local transfer,USD,11424.01,False,False,False,False,0,1.5,Completed
P002431,2026-06-17,AC0043,Wire,JPY,19798.47,True,True,False,False,0,43.5,Completed
P002434,2026-06-17,AC0025,Wire,EUR,2586.25,True,False,False,False,0,43.5,Completed
P002605,2026-06-17,AC0001,Wire,USD,6864.29,False,False,False,False,0,19.5,Completed
P002633,2026-06-17,AC0050,Local transfer,HKD,14284.54,False,False,False,False,0,1.5,Completed
P002634,2026-06-17,AC0031,Wire,USD,7620.69,False,False,False,False,0,19.5,Completed
P003011,2026-06-17,AC0013,Local transfer,USD,11833.46,False,False,False,False,0,1.5,Completed
P003084,2026-06-17,AC0041,Local transfer,JPY,11978.38,False,False,False,False,0,1.5,Completed
P003249,2026-06-17,AC0016,ACH,CAD,8888.78,False,False,False,False,0,1.5,Completed
P003322,2026-06-17,AC0017,Wire,GBP,7310.16,False,False,False,False,0,19.5,Completed
P003372,2026-06-17,AC0041,ACH,JPY,3491.39,False,False,False,False,0,1.5,Completed
P003468,2026-06-17,AC0038,Wire,USD,3419.39,True,True,True,False,21,58.5,Rejected
P003555,2026-06-17,AC0012,Internal transfer,USD,2713.1,False,False,False,False,0,1.5,Completed
P003603,2026-06-17,AC0005,Wire,USD,49692.15,True,False,False,False,0,43.5,Completed
P003636,2026-06-17,AC0033,Wire,EUR,4599.82,False,True,True,False,74,34.5,Repaired
P003738,2026-06-17,AC0003,Tax,USD,190201.02,False,False,False,False,0,1.5,Completed
P003853,2026-06-17,AC0014,Local transfer,CAD,8220.57,False,False,False,False,0,1.5,Completed
P003888,2026-06-17,AC0046,ACH,KRW,3464.23,False,False,False,False,0,1.5,Completed
P003946,2026-06-17,AC0010,ACH,USD,25380.9,False,True,False,False,0,1.5,Completed
P004043,2026-06-17,AC0021,Payroll,EUR,36282.16,False,False,False,False,0,1.5,Completed
P004067,2026-06-17,AC0030,ACH,USD,24099.01,False,False,False,False,0,1.5,Completed
P004553,2026-06-17,AC0053,Internal transfer,USD,69453.14,False,False,False,False,0,1.5,Completed
P004672,2026-06-17,AC0033,Local transfer,EUR,8502.28,False,False,False,False,0,1.5,Completed
P004698,2026-06-17,AC0030,ACH,USD,17802.69,False,False,False,False,0,1.5,Completed
P004807,2026-06-17,AC0006,ACH,USD,33204.47,False,False,False,False,0,1.5,Completed
P004815,2026-06-17,AC0032,Tax,EUR,52683.23,False,False,False,False,0,1.5,Completed
P005336,2026-06-17,AC0044,Internal transfer,KRW,44350.62,False,False,False,False,0,1.5,Completed
P005667,2026-06-17,AC0028,Wire,EUR,7204.65,True,False,False,False,0,43.5,Completed
P005768,2026-06-17,AC0010,Local transfer,USD,44227.75,False,False,False,False,0,1.5,Completed
P005933,2026-06-17,AC0044,Tax,KRW,26813.61,False,False,False,False,0,1.5,Completed
P006177,2026-06-17,AC0050,Local transfer,HKD,3826.17,False,False,False,False,0,1.5,Completed
P006278,2026-06-17,AC0055,Local transfer,USD,16012.47,False,False,False,False,0,1.5,Completed
P006454,2026-06-17,AC0014,ACH,CAD,4503.62,False,False,False,False,0,1.5,Completed
P006594,2026-06-17,AC0007,Local transfer,USD,3366.97,False,False,False,False,0,1.5,Completed
P006770,2026-06-17,AC0050,Local transfer,HKD,3553.11,False,True,False,True,0,1.5,Completed
P006778,2026-06-17,AC0050,Wire,HKD,5404.91,True,True,False,False,0,43.5,Completed
P006900,2026-06-17,AC0010,Local transfer,USD,6818.54,False,False,False,False,0,1.5,Completed
P007004,2026-06-17,AC0026,ACH,USD,12275.33,False,False,False,False,0,1.5,Completed
P007123,2026-06-17,AC0025,Wire,EUR,8500.88,False,False,False,False,0,19.5,Completed
P007147,2026-06-17,AC0028,Local transfer,EUR,2318.68,False,False,False,False,0,1.5,Completed
P007250,2026-06-17,AC0011,Tax,USD,138844.78,False,False,False,False,0,1.5,Completed
P007325,2026-06-17,AC0005,Local transfer,USD,545.98,False,False,False,False,0,1.5,Completed
P007369,2026-06-17,AC0025,Local transfer,EUR,4335.95,False,True,False,False,0,1.5,Completed
P007506,2026-06-17,AC0031,Payroll,USD,17043.84,False,True,False,False,0,1.5,Completed
