date,entity_id,entity_name,region,account_count,positive_account_count,negative_account_count,gross_account_positive_available_usd,gross_account_negative_available_usd,entity_net_estimated_available_usd,within_entity_mixed_sign_flag,entity_net_deficit_flag,evidence_label,decision_boundary
2026-05-24,E016,Aurelius Global Sourcing,APAC,3,3,0,2920893.27,0.0,2920893.27,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E001,Aurelius Group Holdings,NA,4,4,0,3546044.35,0.0,3546044.35,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E002,Aurelius Home US,NA,5,5,0,7565969.09,0.0,7565969.09,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E003,Aurelius Wellness US,NA,4,4,0,7356212.83,0.0,7356212.83,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E004,Aurelius Canada,NA,3,3,0,2440343.2997498913,0.0,2440343.2997498913,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E005,Aurelius UK,EMEA,4,4,0,4576529.046090691,0.0,4576529.046090691,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E006,Aurelius Germany,EMEA,4,4,0,7131610.8721103985,0.0,7131610.8721103985,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E007,Aurelius France,EMEA,3,2,1,1033685.958183306,-1025703.680662214,7982.277521091921,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E008,Aurelius Netherlands,EMEA,3,3,0,5374393.937580392,0.0,5374393.937580392,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E009,Aurelius Spain,EMEA,3,3,0,4019013.910097778,0.0,4019013.910097778,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E010,Aurelius Singapore,APAC,4,3,1,1236919.2616259374,-920046.53,316872.73162593745,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E011,Aurelius Australia,APAC,3,3,0,7150268.448612976,0.0,7150268.448612976,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E012,Aurelius Japan,APAC,3,3,0,611101.2563890707,0.0,611101.2563890707,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E013,Aurelius Korea,APAC,3,3,0,3202.4039976599997,0.0,3202.4039976599997,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E014,Aurelius India,APAC,3,3,0,460596.5030323542,0.0,460596.5030323542,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E015,Aurelius Hong Kong,APAC,3,3,0,443896.97191031935,0.0,443896.97191031935,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-25,E016,Aurelius Global Sourcing,APAC,3,3,0,2862769.7,0.0,2862769.7,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E001,Aurelius Group Holdings,NA,4,4,0,4443300.85,0.0,4443300.85,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E002,Aurelius Home US,NA,5,5,0,7013885.55,0.0,7013885.55,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E003,Aurelius Wellness US,NA,4,4,0,7175663.84,0.0,7175663.84,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E004,Aurelius Canada,NA,3,3,0,2042498.563810341,0.0,2042498.563810341,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E005,Aurelius UK,EMEA,4,4,0,4652102.960660497,0.0,4652102.960660497,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E006,Aurelius Germany,EMEA,4,4,0,7895141.808644676,0.0,7895141.808644676,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E007,Aurelius France,EMEA,3,2,1,1013428.0810574454,-1052930.6121810381,-39502.53112359275,True,True,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E008,Aurelius Netherlands,EMEA,3,3,0,5419596.552387508,0.0,5419596.552387508,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E009,Aurelius Spain,EMEA,3,3,0,3730579.0117033552,0.0,3730579.0117033552,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E010,Aurelius Singapore,APAC,4,3,1,1171234.4326246092,-1026348.99,144885.4426246092,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E011,Aurelius Australia,APAC,3,3,0,7212653.699410612,0.0,7212653.699410612,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E012,Aurelius Japan,APAC,3,3,0,524002.2487953168,0.0,524002.2487953168,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E013,Aurelius Korea,APAC,3,3,0,3077.2537519178,0.0,3077.2537519178,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E014,Aurelius India,APAC,3,3,0,461068.5775253232,0.0,461068.5775253232,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E015,Aurelius Hong Kong,APAC,3,3,0,444625.6737607634,0.0,444625.6737607634,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-26,E016,Aurelius Global Sourcing,APAC,3,3,0,3004082.43,0.0,3004082.43,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E001,Aurelius Group Holdings,NA,4,4,0,3987938.77,0.0,3987938.77,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E002,Aurelius Home US,NA,5,5,0,7108607.3,0.0,7108607.3,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E003,Aurelius Wellness US,NA,4,4,0,6667717.66,0.0,6667717.66,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E004,Aurelius Canada,NA,3,3,0,2351732.9612627975,0.0,2351732.9612627975,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E005,Aurelius UK,EMEA,4,4,0,4933185.091666003,0.0,4933185.091666003,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E006,Aurelius Germany,EMEA,4,4,0,8720165.365109606,0.0,8720165.365109606,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E007,Aurelius France,EMEA,3,2,1,1145310.328138979,-1335614.4664164484,-190304.1382774695,True,True,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E008,Aurelius Netherlands,EMEA,3,3,0,5576725.926848959,0.0,5576725.926848959,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E009,Aurelius Spain,EMEA,3,3,0,3865627.5184403346,0.0,3865627.5184403346,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E010,Aurelius Singapore,APAC,4,3,1,1111664.7932534,-926922.32,184742.47325339986,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E011,Aurelius Australia,APAC,3,3,0,7507841.314906035,0.0,7507841.314906035,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E012,Aurelius Japan,APAC,3,3,0,586619.1002910561,0.0,586619.1002910561,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E013,Aurelius Korea,APAC,3,3,0,2740.0631830442003,0.0,2740.0631830442003,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E014,Aurelius India,APAC,3,3,0,413308.47139690316,0.0,413308.47139690316,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E015,Aurelius Hong Kong,APAC,3,3,0,430965.77041978866,0.0,430965.77041978866,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-27,E016,Aurelius Global Sourcing,APAC,3,3,0,2774380.15,0.0,2774380.15,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E001,Aurelius Group Holdings,NA,4,4,0,3427831.17,0.0,3427831.17,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E002,Aurelius Home US,NA,5,5,0,7724872.83,0.0,7724872.83,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E003,Aurelius Wellness US,NA,4,4,0,6619650.99,0.0,6619650.99,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E004,Aurelius Canada,NA,3,3,0,2317584.1567785246,0.0,2317584.1567785246,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E005,Aurelius UK,EMEA,4,4,0,5657243.659894681,0.0,5657243.659894681,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E006,Aurelius Germany,EMEA,4,4,0,9165410.289663475,0.0,9165410.289663475,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E007,Aurelius France,EMEA,3,2,1,1367628.940884932,-1127943.8858488945,239685.05503603752,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E008,Aurelius Netherlands,EMEA,3,3,0,6400609.261711156,0.0,6400609.261711156,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E009,Aurelius Spain,EMEA,3,3,0,3668833.2227981314,0.0,3668833.2227981314,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E010,Aurelius Singapore,APAC,4,3,1,984526.9925134827,-1025685.79,-41158.79748651734,True,True,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E011,Aurelius Australia,APAC,3,3,0,7138709.821348883,0.0,7138709.821348883,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E012,Aurelius Japan,APAC,3,3,0,455013.2037745016,0.0,455013.2037745016,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E013,Aurelius Korea,APAC,3,3,0,2698.8298703304,0.0,2698.8298703304,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E014,Aurelius India,APAC,3,3,0,572394.3009728328,0.0,572394.3009728328,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E015,Aurelius Hong Kong,APAC,3,3,0,455600.1302836725,0.0,455600.1302836725,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-28,E016,Aurelius Global Sourcing,APAC,3,3,0,2381567.35,0.0,2381567.35,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E001,Aurelius Group Holdings,NA,4,4,0,3904390.0100000002,0.0,3904390.0100000002,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E002,Aurelius Home US,NA,5,5,0,7607553.630000001,0.0,7607553.630000001,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E003,Aurelius Wellness US,NA,4,4,0,6752795.5,0.0,6752795.5,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E004,Aurelius Canada,NA,3,3,0,2375610.8267280515,0.0,2375610.8267280515,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E005,Aurelius UK,EMEA,4,4,0,4888198.768950667,0.0,4888198.768950667,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E006,Aurelius Germany,EMEA,4,4,0,8165282.839656883,0.0,8165282.839656883,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E007,Aurelius France,EMEA,3,2,1,1477689.6850540608,-1109875.1811830609,367814.50387099996,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E008,Aurelius Netherlands,EMEA,3,3,0,5934528.1607570825,0.0,5934528.1607570825,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E009,Aurelius Spain,EMEA,3,3,0,3614342.6374065066,0.0,3614342.6374065066,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E010,Aurelius Singapore,APAC,4,3,1,1105176.3600351007,-1053784.94,51391.42003510075,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E011,Aurelius Australia,APAC,3,3,0,6453532.4215770485,0.0,6453532.4215770485,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E012,Aurelius Japan,APAC,3,3,0,568589.30102833,0.0,568589.30102833,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E013,Aurelius Korea,APAC,3,3,0,3271.4708176556005,0.0,3271.4708176556005,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E014,Aurelius India,APAC,3,3,0,539975.9943238187,0.0,539975.9943238187,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E015,Aurelius Hong Kong,APAC,3,3,0,529442.6368918493,0.0,529442.6368918493,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-29,E016,Aurelius Global Sourcing,APAC,3,3,0,2534655.53,0.0,2534655.53,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E001,Aurelius Group Holdings,NA,4,3,0,3588161.62,0.0,3588161.62,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E002,Aurelius Home US,NA,5,5,0,7706769.92,0.0,7706769.92,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E003,Aurelius Wellness US,NA,4,4,0,7336558.04,0.0,7336558.04,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E004,Aurelius Canada,NA,3,3,0,2219605.777647005,0.0,2219605.777647005,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E005,Aurelius UK,EMEA,4,4,0,5152812.021221288,0.0,5152812.021221288,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E006,Aurelius Germany,EMEA,4,4,0,9592379.541005816,0.0,9592379.541005816,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E007,Aurelius France,EMEA,3,2,1,1126292.559970862,-977782.8730761793,148509.6868946827,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E008,Aurelius Netherlands,EMEA,3,3,0,6354346.015533514,0.0,6354346.015533514,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E009,Aurelius Spain,EMEA,3,3,0,3942244.9181310823,0.0,3942244.9181310823,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E010,Aurelius Singapore,APAC,4,3,1,1385657.2470932694,-859505.19,526152.0570932695,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E011,Aurelius Australia,APAC,3,3,0,7123155.179563162,0.0,7123155.179563162,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E012,Aurelius Japan,APAC,3,3,0,599343.8098622165,0.0,599343.8098622165,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E013,Aurelius Korea,APAC,3,3,0,3441.4361109546,0.0,3441.4361109546,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E014,Aurelius India,APAC,3,3,0,555441.5231895166,0.0,555441.5231895166,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E015,Aurelius Hong Kong,APAC,3,3,0,550195.2995060025,0.0,550195.2995060025,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-30,E016,Aurelius Global Sourcing,APAC,3,3,0,2410304.56,0.0,2410304.56,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E001,Aurelius Group Holdings,NA,4,4,0,3331551.62,0.0,3331551.62,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E002,Aurelius Home US,NA,5,5,0,7491949.76,0.0,7491949.76,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E003,Aurelius Wellness US,NA,4,4,0,7760137.5,0.0,7760137.5,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E004,Aurelius Canada,NA,3,3,0,2409303.567598194,0.0,2409303.567598194,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E005,Aurelius UK,EMEA,4,4,0,5564482.258928031,0.0,5564482.258928031,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E006,Aurelius Germany,EMEA,4,4,0,7901182.551831833,0.0,7901182.551831833,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E007,Aurelius France,EMEA,3,2,1,1048927.3301241493,-910661.3146447334,138266.01547941583,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E008,Aurelius Netherlands,EMEA,3,3,0,5654288.712596615,0.0,5654288.712596615,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E009,Aurelius Spain,EMEA,3,3,0,4096106.254357979,0.0,4096106.254357979,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E010,Aurelius Singapore,APAC,4,3,1,1292943.618854135,-791190.91,501752.70885413507,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E011,Aurelius Australia,APAC,3,3,0,6678904.984583425,0.0,6678904.984583425,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E012,Aurelius Japan,APAC,3,3,0,599991.7178068196,0.0,599991.7178068196,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E013,Aurelius Korea,APAC,3,3,0,3068.0735242399996,0.0,3068.0735242399996,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E014,Aurelius India,APAC,3,3,0,547450.3792577792,0.0,547450.3792577792,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E015,Aurelius Hong Kong,APAC,3,3,0,502848.58943831245,0.0,502848.58943831245,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-05-31,E016,Aurelius Global Sourcing,APAC,3,3,0,2825413.62,0.0,2825413.62,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E001,Aurelius Group Holdings,NA,4,4,0,3575745.43,0.0,3575745.43,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E002,Aurelius Home US,NA,5,5,0,7672502.29,0.0,7672502.29,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E003,Aurelius Wellness US,NA,4,4,0,7664308.9399999995,0.0,7664308.9399999995,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E004,Aurelius Canada,NA,3,3,0,2169474.412887648,0.0,2169474.412887648,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E005,Aurelius UK,EMEA,4,4,0,4849515.896125544,0.0,4849515.896125544,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E006,Aurelius Germany,EMEA,4,4,0,8163680.065336609,0.0,8163680.065336609,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E007,Aurelius France,EMEA,3,2,1,1051730.7655631788,-1209030.7145437587,-157299.94898057973,True,True,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E008,Aurelius Netherlands,EMEA,3,3,0,5362650.587607994,0.0,5362650.587607994,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E009,Aurelius Spain,EMEA,3,3,0,3851265.735112336,0.0,3851265.735112336,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E010,Aurelius Singapore,APAC,4,3,1,1166618.714802546,-933052.58,233566.134802546,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E011,Aurelius Australia,APAC,3,3,0,7188062.608778109,0.0,7188062.608778109,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E012,Aurelius Japan,APAC,3,3,0,677327.9359937574,0.0,677327.9359937574,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E013,Aurelius Korea,APAC,3,3,0,3663.4261267014,0.0,3663.4261267014,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E014,Aurelius India,APAC,3,3,0,488205.4593088287,0.0,488205.4593088287,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E015,Aurelius Hong Kong,APAC,3,3,0,535042.535975532,0.0,535042.535975532,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-01,E016,Aurelius Global Sourcing,APAC,3,3,0,2940747.9,0.0,2940747.9,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E001,Aurelius Group Holdings,NA,4,4,0,4238368.9799999995,0.0,4238368.9799999995,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E002,Aurelius Home US,NA,5,5,0,7431458.0,0.0,7431458.0,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E003,Aurelius Wellness US,NA,4,4,0,7766640.66,0.0,7766640.66,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E004,Aurelius Canada,NA,3,3,0,2307645.152031244,0.0,2307645.152031244,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E005,Aurelius UK,EMEA,4,4,0,4525419.6563261105,0.0,4525419.6563261105,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E006,Aurelius Germany,EMEA,4,4,0,8406625.857852563,0.0,8406625.857852563,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E007,Aurelius France,EMEA,3,2,1,1210692.6294258758,-1161072.1234491915,49620.50597668451,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E008,Aurelius Netherlands,EMEA,3,3,0,5377795.232958764,0.0,5377795.232958764,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E009,Aurelius Spain,EMEA,3,3,0,3892339.2958670994,0.0,3892339.2958670994,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E010,Aurelius Singapore,APAC,4,3,1,1114903.6609914992,-916928.69,197974.97099149926,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E011,Aurelius Australia,APAC,3,3,0,6873712.051876135,0.0,6873712.051876135,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E012,Aurelius Japan,APAC,3,3,0,490945.2508151935,0.0,490945.2508151935,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E013,Aurelius Korea,APAC,3,3,0,2759.0829167419997,0.0,2759.0829167419997,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-06-02,E014,Aurelius India,APAC,3,3,0,487495.311648728,0.0,487495.311648728,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
