payment_id,date,account_id,entity_id,entity_name,region,currency,bank_name,priority_payment_cohort,exception_flag,repair_minutes
P002232,2026-06-02,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch + cross-border wire,False,0
P002268,2026-06-02,AC0040,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P002354,2026-06-02,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P002592,2026-06-02,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Cross-border wire only,False,0
P002666,2026-06-02,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002692,2026-06-02,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P002759,2026-06-02,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P002847,2026-06-02,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002873,2026-06-02,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002887,2026-06-02,AC0003,E001,Aurelius Group Holdings,NA,USD,Meridian Commercial,Neither priority cohort,False,0
P002924,2026-06-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P002936,2026-06-02,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P003120,2026-06-02,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P003150,2026-06-02,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P003176,2026-06-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Manual touch only,False,0
P003199,2026-06-02,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Cross-border wire only,False,0
P003422,2026-06-02,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P003431,2026-06-02,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P003651,2026-06-02,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch + cross-border wire,True,66
P003681,2026-06-02,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P003830,2026-06-02,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P004086,2026-06-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Cross-border wire only,False,0
P004500,2026-06-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P004570,2026-06-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P004688,2026-06-02,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch + cross-border wire,False,0
P004717,2026-06-02,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P004805,2026-06-02,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P004864,2026-06-02,AC0042,E012,Aurelius Japan,APAC,USD,Union Atlantic,Manual touch + cross-border wire,False,0
P005042,2026-06-02,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P005340,2026-06-02,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P005408,2026-06-02,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P005604,2026-06-02,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P005754,2026-06-02,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Cross-border wire only,False,0
P005819,2026-06-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P006027,2026-06-02,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P006388,2026-06-02,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,False,0
P006787,2026-06-02,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Cross-border wire only,False,0
P006803,2026-06-02,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P006888,2026-06-02,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch + cross-border wire,False,0
P007137,2026-06-02,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P007175,2026-06-02,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P007271,2026-06-02,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P007342,2026-06-02,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P007501,2026-06-02,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P007512,2026-06-02,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Manual touch only,False,0
P007595,2026-06-02,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,Neither priority cohort,False,0
P000059,2026-06-03,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,True,46
P000067,2026-06-03,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P000149,2026-06-03,AC0039,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P000199,2026-06-03,AC0040,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P000283,2026-06-03,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P000301,2026-06-03,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P000334,2026-06-03,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P000372,2026-06-03,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P000507,2026-06-03,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P000588,2026-06-03,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Manual touch only,False,0
P000612,2026-06-03,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P000865,2026-06-03,AC0048,E014,Aurelius India,APAC,INR,Continental Trust,Manual touch + cross-border wire,False,0
P000908,2026-06-03,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P000980,2026-06-03,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,False,0
P001172,2026-06-03,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P001328,2026-06-03,AC0039,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P001757,2026-06-03,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P001772,2026-06-03,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Neither priority cohort,False,0
P002053,2026-06-03,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Cross-border wire only,False,0
P002061,2026-06-03,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002432,2026-06-03,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,True,50
P002496,2026-06-03,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P002643,2026-06-03,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P002895,2026-06-03,AC0022,E006,Aurelius Germany,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P003093,2026-06-03,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P003271,2026-06-03,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P003274,2026-06-03,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P003423,2026-06-03,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P003464,2026-06-03,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P003595,2026-06-03,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P003705,2026-06-03,AC0022,E006,Aurelius Germany,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P003778,2026-06-03,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,True,23
P003831,2026-06-03,AC0051,E015,Aurelius Hong Kong,APAC,HKD,Pacific Crown,Neither priority cohort,False,0
P003879,2026-06-03,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P004123,2026-06-03,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P004153,2026-06-03,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P004399,2026-06-03,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P004436,2026-06-03,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P004447,2026-06-03,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P004535,2026-06-03,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Neither priority cohort,False,0
P004536,2026-06-03,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Cross-border wire only,False,0
P004601,2026-06-03,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Cross-border wire only,False,0
P005053,2026-06-03,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P005257,2026-06-03,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Manual touch only,False,0
P005278,2026-06-03,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P005311,2026-06-03,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P005397,2026-06-03,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P005584,2026-06-03,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P005587,2026-06-03,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P005959,2026-06-03,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Cross-border wire only,False,0
P005988,2026-06-03,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
P006073,2026-06-03,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P006267,2026-06-03,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Manual touch only,False,0
P006294,2026-06-03,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P006511,2026-06-03,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P006565,2026-06-03,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,False,0
P006614,2026-06-03,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch + cross-border wire,False,0
P006768,2026-06-03,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P006784,2026-06-03,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P006892,2026-06-03,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P007017,2026-06-03,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P007026,2026-06-03,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P007160,2026-06-03,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P007191,2026-06-03,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Neither priority cohort,False,0
P007222,2026-06-03,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P007390,2026-06-03,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P000047,2026-06-04,AC0016,E004,Aurelius Canada,NA,CAD,Meridian Commercial,Manual touch + cross-border wire,False,0
P000111,2026-06-04,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,False,0
P000120,2026-06-04,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P000453,2026-06-04,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P000608,2026-06-04,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P000766,2026-06-04,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Manual touch only,False,0
P000813,2026-06-04,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P000835,2026-06-04,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P000882,2026-06-04,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Manual touch only,True,39
P001744,2026-06-04,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P001782,2026-06-04,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Cross-border wire only,False,0
P001984,2026-06-04,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Neither priority cohort,False,0
P002068,2026-06-04,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P002192,2026-06-04,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch only,False,0
P002314,2026-06-04,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P002381,2026-06-04,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,True,27
P002593,2026-06-04,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P002722,2026-06-04,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P003094,2026-06-04,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P003151,2026-06-04,AC0049,E014,Aurelius India,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P003304,2026-06-04,AC0011,E003,Aurelius Wellness US,NA,USD,Continental Trust,Cross-border wire only,False,0
P003337,2026-06-04,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P003475,2026-06-04,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P003717,2026-06-04,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Neither priority cohort,False,0
P003757,2026-06-04,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P003781,2026-06-04,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P004010,2026-06-04,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
P004012,2026-06-04,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P004076,2026-06-04,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P004249,2026-06-04,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P004435,2026-06-04,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P004674,2026-06-04,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P004735,2026-06-04,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P004768,2026-06-04,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P004801,2026-06-04,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P005309,2026-06-04,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,False,0
P005713,2026-06-04,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P005719,2026-06-04,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P005726,2026-06-04,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P005763,2026-06-04,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P005894,2026-06-04,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P005943,2026-06-04,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,True,19
P005979,2026-06-04,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,Neither priority cohort,False,0
P006060,2026-06-04,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
P006284,2026-06-04,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,Neither priority cohort,False,0
P006332,2026-06-04,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P006431,2026-06-04,AC0035,E010,Aurelius Singapore,APAC,SGD,Pacific Crown,Manual touch only,False,0
P006464,2026-06-04,AC0011,E003,Aurelius Wellness US,NA,USD,Continental Trust,Neither priority cohort,False,0
P006492,2026-06-04,AC0051,E015,Aurelius Hong Kong,APAC,HKD,Pacific Crown,Neither priority cohort,False,0
P006522,2026-06-04,AC0007,E002,Aurelius Home US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P006750,2026-06-04,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P007060,2026-06-04,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P007111,2026-06-04,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P007183,2026-06-04,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P007236,2026-06-04,AC0048,E014,Aurelius India,APAC,INR,Continental Trust,Neither priority cohort,False,0
P007437,2026-06-04,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch only,False,0
P007586,2026-06-04,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P000099,2026-06-05,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P000433,2026-06-05,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P000493,2026-06-05,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P000691,2026-06-05,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P001001,2026-06-05,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P001008,2026-06-05,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P001341,2026-06-05,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P001512,2026-06-05,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P001575,2026-06-05,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001596,2026-06-05,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P001671,2026-06-05,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P001871,2026-06-05,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P002131,2026-06-05,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P002156,2026-06-05,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002313,2026-06-05,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002338,2026-06-05,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Manual touch only,False,0
P002398,2026-06-05,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P002469,2026-06-05,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P002546,2026-06-05,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P002727,2026-06-05,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Cross-border wire only,False,0
P002841,2026-06-05,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Manual touch only,False,0
P002921,2026-06-05,AC0003,E001,Aurelius Group Holdings,NA,USD,Meridian Commercial,Neither priority cohort,False,0
P003025,2026-06-05,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P003238,2026-06-05,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P003348,2026-06-05,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Cross-border wire only,False,0
P003708,2026-06-05,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P003722,2026-06-05,AC0039,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P003784,2026-06-05,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Manual touch only,False,0
P003965,2026-06-05,AC0046,E013,Aurelius Korea,APAC,KRW,Union Atlantic,Neither priority cohort,False,0
P004040,2026-06-05,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P004117,2026-06-05,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P004206,2026-06-05,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,True,50
P004669,2026-06-05,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P004710,2026-06-05,AC0022,E006,Aurelius Germany,EMEA,EUR,Meridian Commercial,Neither priority cohort,True,23
P004731,2026-06-05,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Neither priority cohort,False,0
P004733,2026-06-05,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P004795,2026-06-05,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P005089,2026-06-05,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P005321,2026-06-05,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P005395,2026-06-05,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P005648,2026-06-05,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P005989,2026-06-05,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P006025,2026-06-05,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P006037,2026-06-05,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
P006095,2026-06-05,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Manual touch only,False,0
P006334,2026-06-05,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P006358,2026-06-05,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P006607,2026-06-05,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P006624,2026-06-05,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P006930,2026-06-05,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P006931,2026-06-05,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Cross-border wire only,False,0
P006971,2026-06-05,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Cross-border wire only,False,0
P007159,2026-06-05,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P007370,2026-06-05,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Manual touch only,False,0
P007397,2026-06-05,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P000159,2026-06-08,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Neither priority cohort,False,0
P000251,2026-06-08,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P000320,2026-06-08,AC0040,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P000376,2026-06-08,AC0006,E002,Aurelius Home US,NA,USD,Pacific Crown,Manual touch only,False,0
P000450,2026-06-08,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P000553,2026-06-08,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P000581,2026-06-08,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P000639,2026-06-08,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,Neither priority cohort,False,0
P000657,2026-06-08,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P000772,2026-06-08,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P000867,2026-06-08,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P000944,2026-06-08,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P001124,2026-06-08,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001176,2026-06-08,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P001368,2026-06-08,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P001618,2026-06-08,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Neither priority cohort,False,0
P001625,2026-06-08,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P001725,2026-06-08,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P001830,2026-06-08,AC0032,E009,Aurelius Spain,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P002067,2026-06-08,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch + cross-border wire,False,0
